"Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"durban campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;JavaScript;SQL;TypeScript","Microsoft SQL Server;PostgreSQL","Heroku;Microsoft Azure","React;Spring Boot","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify","Employed, full-time"
"durban campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript;VBA","Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Google Cloud;Heroku","ASP.NET;ASP.NET CORE;Django;Express;Flask;jQuery;Node.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT;WolframAlpha","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, embedded applications or devices","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C;C++;Java;JavaScript;PowerShell;Python;TypeScript","Oracle;PostgreSQL;SQLite","Managed Hosting;Microsoft Azure","Spring Boot;WordPress","Healthcare","Bing AI;ChatGPT;Google Bard AI","AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Elixir;HTML/CSS;JavaScript","MariaDB;PostgreSQL","Amazon Web Services (AWS);Fly.io;Render","Phoenix","Financial Services","Bing AI;ChatGPT","GitHub Copilot;Whispr AI","Independent contractor, freelancer, or self-employed"
"pretoria campus","IT","I am a developer by profession","Developer, embedded applications or devices","Associate degree (A.A., A.S., etc.)","C#;C++;Groovy;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Visual Basic (.Net)","Elasticsearch;MariaDB;MySQL;SQLite","Microsoft Azure","jQuery;WordPress","Manufacturing, Transportation, or Supply Chain","ChatGPT","Replit Ghostwriter","Employed, full-time;Independent contractor, freelancer, or self-employed"
"vanderbijlpark campus","IT","I am a developer by profession","Senior Executive (C-Suite, VP, etc.)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Go;HTML/CSS;R;SQL;TypeScript","BigQuery;Cloud Firestore;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Cloudflare;Digital Ocean;Firebase;Google Cloud;VMware","ASP.NET;ASP.NET CORE;Express;Next.js;Node.js;React;WordPress","Legal Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;Python;Rust;SQL","Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Google Cloud","FastAPI;Flask","Healthcare","ChatGPT","GitHub Copilot;Mintlify","Employed, full-time;Independent contractor, freelancer, or self-employed"
"vanderbijlpark campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript","MariaDB;MongoDB;MySQL;Oracle","Firebase;Microsoft Azure;Oracle Cloud Infrastructure (OCI);VMware","Angular;AngularJS;ASP.NET;ASP.NET CORE;jQuery;Node.js","Legal Services","ChatGPT","Whispr AI","Employed, full-time"
"durban campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;Dart;Java;JavaScript;PHP;TypeScript","Cloud Firestore;Couch DB;Firebase Realtime Database;H2;MongoDB;MySQL;Oracle;PostgreSQL;Redis","Firebase;Google Cloud;Heroku;Microsoft Azure;OVH;Scaleway","Angular;AngularJS;Next.js;Node.js;Play Framework;React;Spring Boot;WordPress","Higher Education","Phind","AWS CodeWhisperer;Rubber Duck.AI","Employed, full-time;Independent contractor, freelancer, or self-employed"
"pretoria campus","Computer Science","I am a developer by profession","Developer, back-end","Associate degree (A.A., A.S., etc.)","Groovy;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL;TypeScript","Microsoft SQL Server;MySQL;Oracle;PostgreSQL","Amazon Web Services (AWS)","Flask;jQuery;Node.js;Spring Boot","Legal Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"durban campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;TypeScript","Microsoft SQL Server","Microsoft Azure","Angular;AngularJS;ASP.NET CORE","Insurance","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine","Employed, full-time"
"bloemfontein campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;PHP;SQL","MariaDB;MongoDB;MySQL;SQLite","Cloudflare;Google Cloud;Heroku;Managed Hosting;Netlify;Vercel","CodeIgniter;Express;jQuery;Laravel;Next.js;Node.js;React;Vue.js;WordPress","Advertising Services","ChatGPT;Phind","AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine","Employed, full-time"
"pretoria campus","IT","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;SQL","H2;MongoDB;MySQL","Amazon Web Services (AWS);Heroku;Netlify;Vercel","Next.js;Node.js;React;Spring Boot","Healthcare","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"pretoria campus","Computer Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","C#;HTML/CSS;Java;JavaScript;SQL;VBA","Microsoft SQL Server;MySQL","Firebase;Microsoft Azure","ASP.NET CORE;Express;FastAPI;Flask;jQuery","Insurance","Bing AI;ChatGPT","GitHub Copilot;Mintlify","Employed, full-time"
"durban campus","IT","I code primarily as a hobby","Student","Associate degree (A.A., A.S., etc.)","Bash/Shell (all shells);C#;HTML/CSS;Python","MariaDB;MongoDB;Redis;SQLite","Cloudflare;Heroku;Vercel","Flask;jQuery","Financial Services","Bing AI;ChatGPT","Adrenaline;Tabnine","Independent contractor, freelancer, or self-employed"
"durban campus","Data Science","I am a developer by profession","DevOps specialist","Some college/university study without earning a degree","C#;Groovy;HTML/CSS;Python","MySQL;PostgreSQL","Amazon Web Services (AWS);Google Cloud;Microsoft Azure;OpenStack","WordPress","Insurance","ChatGPT","AWS CodeWhisperer;Codeium;Tabnine;Whispr AI","Employed, full-time"
"nelson mandela bay campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;JavaScript;SQL;Visual Basic (.Net)","Microsoft SQL Server","Microsoft Azure","ASP.NET;ASP.NET CORE;jQuery","Information Services, IT, Software Development, or other Technology","ChatGPT;Google Bard AI","Mintlify;Synk Code","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","C#;HTML/CSS;JavaScript;PowerShell;SQL","Microsoft SQL Server;SQLite","Microsoft Azure","ASP.NET;ASP.NET CORE;Blazor","Advertising Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code;Tabnine","Employed, full-time"
"durban campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript","PostgreSQL","Heroku","Django;Node.js;Nuxt.js;React;Vue.js","Information Services, IT, Software Development, or other Technology","ChatGPT","GitHub Copilot","Employed, full-time"
"durban campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;PHP;PowerShell;Python;TypeScript","Microsoft SQL Server;Redis;SQLite","Hetzner;Microsoft Azure","Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;jQuery;NestJS;Next.js;React;Vue.js;WordPress","Retail and Consumer Services","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI","Independent contractor, freelancer, or self-employed;Employed, part-time"
"nelson mandela bay campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Research & Development role","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","C#;HTML/CSS;JavaScript;Python;SQL","Microsoft SQL Server;MongoDB;MySQL","Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Django;Flask","Information Services, IT, Software Development, or other Technology","ChatGPT","Rubber Duck.AI","Employed, full-time"
"bloemfontein campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python","Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite","Managed Hosting","Django;Flask;WordPress","Insurance","ChatGPT","AWS CodeWhisperer;Replit Ghostwriter","Employed, full-time"
"pretoria campus","IT","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;Lua;MATLAB;Perl;PHP;PowerShell;Prolog;R;Ruby;SQL;TypeScript;VBA","H2;MariaDB;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Google Cloud;Heroku;OpenShift;VMware","Angular;Django;Flask;Laravel;Spring Boot","Wholesale","ChatGPT","Adrenaline;Tabnine","Employed, full-time"
"durban campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;HTML/CSS;Java;JavaScript","PostgreSQL","Fly.io;OpenShift;OVH;Scaleway;Vercel","Gatsby;jQuery;Node.js;React;Spring Boot","Oil & Gas","Bing AI;ChatGPT","AWS CodeWhisperer","Employed, full-time"
"bloemfontein campus","Computer Science","I am a developer by profession","DevOps specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL","Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Vercel","FastAPI;Flask;React;Vue.js;WordPress","Insurance","Bing AI;ChatGPT;Google Bard AI","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"durban campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Go;Nim;PHP;Python;SQL","Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite","Google Cloud;Hetzner;OVH","FastAPI;Flask;Svelte","Wholesale","ChatGPT","Synk Code;Tabnine;Whispr AI","Employed, full-time"
"pretoria campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript","H2;Neo4J;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Heroku;Hetzner;Microsoft Azure;Netlify;Render;Scaleway;Vercel","Angular;Django;FastAPI;Node.js;Spring Boot;Svelte","Higher Education","ChatGPT","GitHub Copilot;Whispr AI","Employed, part-time;Student, part-time"
"nelson mandela bay campus","Data Science","I am learning to code","Developer, full-stack","Associate degree (A.A., A.S., etc.)","Ada;HTML/CSS;Java;JavaScript;Kotlin","BigQuery;Cloud Firestore;Firebase Realtime Database","Firebase;Google Cloud","Angular;Django;Node.js;Solid.js","Higher Education","ChatGPT","Synk Code","Employed, part-time"
"bloemfontein campus","Computer Science","I am a developer by profession","Blockchain","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;Rust;Solidity;SQL;TypeScript","MongoDB;MySQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean","jQuery;NestJS;Node.js;Nuxt.js;Remix;Vue.js","Financial Services","ChatGPT;WolframAlpha","Adrenaline;Mintlify","Employed, full-time;Independent contractor, freelancer, or self-employed"
"bloemfontein campus","Data Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript","PostgreSQL","Heroku;VMware","ASP.NET;ASP.NET CORE;jQuery;Node.js;React","Higher Education","ChatGPT","Mintlify;Tabnine","Employed, full-time"
"pretoria campus","Computer Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP","MySQL","Cloudflare;Digital Ocean","Angular;Gatsby;NestJS;Next.js;Node.js;React;WordPress","Financial Services","Bing AI;ChatGPT","AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"pretoria campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript","PostgreSQL","Netlify","Django;Node.js;Nuxt.js;Vue.js","Other","ChatGPT;WolframAlpha","Codeium;Tabnine","Employed, part-time;Student, part-time"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;Python;SQL","MySQL;PostgreSQL","Amazon Web Services (AWS);Google Cloud","Spring Boot","Financial Services","Bing AI;ChatGPT","GitHub Copilot;Tabnine","Employed, full-time"
"durban campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Other (please specify):","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;HTML/CSS;Java;JavaScript;MATLAB;Python;SQL","MySQL","Digital Ocean","Node.js","Advertising Services","ChatGPT","Replit Ghostwriter","Independent contractor, freelancer, or self-employed;Student, full-time;Employed, part-time"
"vanderbijlpark campus","IT","I am a developer by profession","Developer Advocate","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript","Oracle;PostgreSQL","OpenStack","Next.js;React;Spring Boot","Insurance","ChatGPT","Rubber Duck.AI;Synk Code","Employed, part-time"
"vanderbijlpark campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;JavaScript;SQL","Elasticsearch;Microsoft SQL Server","Microsoft Azure","ASP.NET CORE;Blazor;React","Advertising Services","Google Bard AI","GitHub Copilot;Replit Ghostwriter;Whispr AI","Employed, full-time"
"vanderbijlpark campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL;TypeScript","Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Redis","Amazon Web Services (AWS);Google Cloud;OpenShift;VMware","Express;Node.js;React;Ruby on Rails","Wholesale","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI","Independent contractor, freelancer, or self-employed"
"durban campus","Data Science","I am a developer by profession","Developer, back-end","Associate degree (A.A., A.S., etc.)","C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript","Cosmos DB;Microsoft SQL Server","Microsoft Azure","ASP.NET CORE;jQuery;Node.js;React","Advertising Services","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine","Employed, full-time"
"vanderbijlpark campus","IT","I am a developer by profession","Other (please specify):","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);HTML/CSS;Java;Lisp;PHP;Ruby;SQL","MySQL;PostgreSQL","Linode, now Akamai;Microsoft Azure","jQuery;Ruby on Rails;WordPress","Insurance","ChatGPT","AWS CodeWhisperer;Rubber Duck.AI","Independent contractor, freelancer, or self-employed"
"durban campus","Data Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","Bash/Shell (all shells);GDScript;HTML/CSS;Java;JavaScript;PHP;Python;SQL","MariaDB;MongoDB;Solr;SQLite","Managed Hosting;Scaleway","Drupal;jQuery;Laravel;WordPress","Retail and Consumer Services","ChatGPT","GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed, full-time"
"bloemfontein campus","Data Science","I am a developer by profession","Developer, desktop or enterprise applications","Primary/elementary school","Bash/Shell (all shells);C#;PowerShell;Python;Rust","MongoDB","Amazon Web Services (AWS);VMware","Vue.js;WordPress","Wholesale","Phind","Whispr AI","Employed, full-time;Student, full-time"
"durban campus","IT","I am a developer by profession","Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL;TypeScript","Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis","Hetzner;Linode, now Akamai;Managed Hosting","jQuery;Laravel;Node.js;Symfony;Vue.js;WordPress","Retail and Consumer Services","ChatGPT","Adrenaline;Codeium;GitHub Copilot","Employed, full-time"
"vanderbijlpark campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PHP;PowerShell;Ruby;TypeScript","MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Netlify","AngularJS;CodeIgniter;Express;jQuery;Laravel;Next.js;Node.js","Advertising Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
